feature_total,mbti_i_e,mbti_n_s,mbti_f_t,mbti_j_p
 사랑스럽다,1,1,0,0
 매너가 넘친다,1,1,0,0
 의무와 헌신으로 똘똘 뭉쳤다,1,1,0,0
 안정적인 삶을 추구한다,1,1,0,0
 타인을 보살피는 걸 좋아한다,1,1,0,0
 잘난척 하는 사람들을 혐오한다,1,1,0,0
 예측이 가능한 일을 선호한다,1,1,0,0
 준비가 되어 있어야 한다,1,1,0,0
 갈등을 기피한다,1,1,0,0
 비판과 비난은 나를 힘들게 한다,1,1,0,0
 과거에 받은 상처를 잘 잊지 못한다,1,1,0,0
 높은 지위를 부담스러워 한다,1,1,0,0
 일관성을 지향한다,1,1,0,0
 평화로운 일상이 최고다,1,1,0,0
 변화를 기피한다,1,1,0,0
 누군가가 자신을 필요로 할 때 행복을 느낀다,1,1,0,0
 화를 잘 내지 못한다,1,1,0,0
 법과 규칙을 준수한다,1,1,0,0
 빈말인지 알아도 들이면 기분이 좋다,1,1,0,0
 참을성이 굉장히 높다,1,1,0,0
사람과의 깊은 관계를 선호한다,1,0,0,0
 고요한 마음으로 사물과 현상을 관찰한다,1,0,0,0
 영감과 교감이 뛰어나다,1,0,0,0
 목적이 없는 행동은 하지 않는다,1,0,0,0
 이상적이다,1,0,0,0
 결단력이 있다,1,0,0,0
 상상력과 창의력이 뛰어나다,1,0,0,0
 예민하다,1,0,0,0
 완벽주의자이다,1,0,0,0
 혼자만의 시간은 꼭 필요하다,1,0,0,0
 목표를 완수하고 나면 에너지가 방전된다,1,0,0,0
 다소 고집스런 면모도 있다,1,0,0,0
 굉장한 로맨티스트이다,1,0,0,0
 타인에게 동기부여를 잘해준다,1,0,0,0
 갑작스런 변화는 나를 화나게 만든다,1,0,0,0
 비유법을 자유자재로 사용한다,1,0,0,0
 주의가 산만한 편이다,1,0,0,0
 모든 것에 심사숙고 하는 편이다,1,0,0,0
 타인과의 완만한 관계를 유지한다,1,0,0,0
 개인적이고 비유적인 소통을 선호한다,1,0,0,0
 진정성을 추구하고 모순 해결에 노력한다,1,0,0,0
 신뢰가 없다면 마음을 열지 않는다,1,0,0,0
 냉랭한 성격을 가지고 있다,1,0,1,0
 냉철한 판단과 자신의 이성을 믿는다,1,0,1,0
 자신감이 높다,1,0,1,0
 독립적이며 확고하다,1,0,1,0
 자신의 일에 열정적이다,1,0,1,0
 단호한 성격이다,1,0,1,0
 개방적이다,1,0,1,0
 아는 것이 많은 편이다,1,0,1,0
 오만하다는 소리를 듣는다,1,0,1,0
 타인에 대한 공감능력이 떨어진다,1,0,1,0
 창의적이며 전략적인 사고가 빠른 편이다,1,0,1,0
 어떤 것에 대해 먼저 의심부터 해본다,1,0,1,0
 권위나 지위에 복종하지 않는다,1,0,1,0
 토론을 논리적으로 잘하는 편이다,1,0,1,0
 말다툼을 하면 꼭 이겨야 직성이 풀린다,1,0,1,0
 타인과 친해지기 어렵다,1,0,1,0
 자신만의 공간이 필요하다,1,0,1,0
 자신의 내면의 힘을 믿는다,1,0,1,0
 난관을 도전적으로 받아드린다,1,0,1,0
 복종하지는 않지만 그래도 규칙은 준수하는 편이다,1,0,1,0
 사생활을 철저하게 보호한다,1,0,1,0
 타인보다는 자기자신에 대한 비판과 칭찬이 중요하다,1,0,1,0
 일관성  합리성  실용성을 증명하기 좋아한다,1,0,1,0
 현실을 부정하는 마음이 있다,1,0,1,0
 현실은 인위적이며 날조된 것이라고 생각하는 편이다,1,0,1,0
 정서적으로 실수가 잦은 편이다,1,0,1,0
 비전을 세우고 계획하길 좋아한다,1,0,1,0
 자신의 욕망까지 연구하는 경향이 있다,1,0,1,0
 연애을 어려워한다,1,0,1,0
 독립성이 높다,1,1,1,1
 타인을 의심하지 않고 관대한 편이다,1,1,1,1
 치열한 경쟁력을 가지고 있다,1,1,1,1
 직접 탐험해야 직성이 풀린다,1,1,1,1
 모든 사람은 평등하다고 생각한다,1,1,1,1
 권위를 거부한다,1,1,1,1
 지루한 일은 절대 하기 싫다,1,1,1,1
 분리하고 다시 조합하는걸 좋아한다,1,1,1,1
 타인에게 신뢰받는 것을 선호한다,1,1,1,1
 호기심이 많다,1,1,1,1
 엄격한 규칙은 나에가 강한 스트레스를 준다,1,1,1,1
 오랜시간 경청하기 힘들다,1,1,1,1
 외적인 자극을 추구하는 편이다,1,1,1,1
 변덕스러운 편이다,1,1,1,1
 여행이나 익스트림 스포츠를 좋아한다,1,1,1,1
 다소 비논리적이다,1,1,1,1
 자신의 운명을 시험하는 경향이 있다,1,1,1,1
 스릴을 즐긴다,1,1,1,1
 위험 감지 능력이 떨어져 다친적이 많은 편이다,1,1,1,1
 언어에 약한 모습을 보인다,1,1,1,1
 뭐든 일단 실행해본다,1,1,1,1
 승부를 좋아한다,1,1,1,1
 약속을 싫어하는 편이다,1,1,1,1
 이론보단 몸으로 직접 배우는 것을 선호한다,1,1,1,1
 학교를 다니기 힘들어 한다,1,1,1,1
 타인보다 예술적 감각이 높은 편이다,1,1,0,1
 현실감각이 발달하였다,1,1,0,1
 단순하게 생각하는 편이다,1,1,0,1
 쉽게 상처받는다,1,1,0,1
 까다롭고 섬세한 마음을 가졌다,1,1,0,1
 하지만 따뜻한 마음과 겸손하다,1,1,0,1
 규칙은 준수하는 편이지만 가끔 잊어버린다,1,1,0,1
 감각이 예리하다,1,1,0,1
 집착하지 않는다,1,1,0,1
 자신의 감각을 표현해야 한다,1,1,0,1
 체벌은 정말 혐오한다,1,1,0,1
 모든 것은 감각으로 느껴봐야한다,1,1,0,1
 타인의 고통에 깊이 공감하며 민감하다,1,1,0,1
 자유롭고 모험적이다,1,1,0,1
 자극적인 것을 선호한다,1,1,0,1
 소중한 사람들과 시간을 보내는걸 좋아한다,1,1,0,1
 동료애가 높은 편이다,1,1,0,1
 평등을 추구한다,1,1,0,1
 외로움과 고독을 쉽게 느낀다,1,1,0,1
 예술의 형태로 자기를 표현한다,1,1,0,1
 자연을 좋아하는 편이다,1,1,0,1
 자신에게 소중한 사람들을 알아보지 못한다,1,1,0,1
 좋은 사람과 나쁜 사람을 구별하기 힘들어 한다,1,1,0,1
 학교는 정말 지루하기 짝이 없다,1,1,0,1
 영리한 편에 속한다,1,1,0,1
 티비와 게임을 좋아하는 편이다,1,1,0,1
 지나치게 꼼꼼하게 살펴보는 몇 가지가 있다,1,1,0,1
 올바른 행동을 하고자 한다,1,1,0,1
 아름다움을 제대로 이해하고 있다,1,1,0,1
 자신의 의견과 충돌한다면 타인에게 상처주는 일도 서슴없이 한다,1,1,0,1
 로맨틱하며 이성적이다,1,0,0,1
 깊은 열정을 지니고 있다,1,0,0,1
 한결같은 삶을 지향한다,1,0,0,1
 약속은 꼭 지키는 편이다,1,0,0,1
 이상적인 삶에 대한 공상을 많이 하는 편이다,1,0,0,1
 직관력에 많이 의지한다,1,0,0,1
 감정이 풍부하며 섬세하다,1,0,0,1
 사랑을 위해 목숨도 바칠 수 있다,1,0,0,1
 편지를 좋아한다,1,0,0,1
 쉽게 산만해진다,1,0,0,1
 쉽게 지루함을 느껴 이것저것 하는 편이다,1,0,0,1
 타인에게 감동을 주는 게 어렵지 않다,1,0,0,1
 타인의 표정을 잘 읽는다,1,0,0,1
 시간 내에 목표를 완수하기 어렵다,1,0,0,1
 발등에 불이 떨어져야 한다,1,0,0,1
 타인과 다소 잘 지내는 편이지만 마음의 벽이 있다,1,0,0,1
 논리가 다소 부족하다,1,0,0,1
 겉으론 차가워 보인다,1,0,0,1
 보수적인 기질이 있다,1,0,0,1
 매우 조용하고 진지한 면이 있다,1,0,0,1
 타인의 무감각함에 상처를 받는다,1,0,0,1
 인간관계에 있어 방어적이다,1,0,0,1
 자신의 감정을 가장 정확하게 이해하는 유형이다,1,0,0,1
 엄격한 환경에선 쉽게 지루해진다,1,0,0,1
 불친절하며 협동심이 없다,1,0,1,1
 묵묵하고 내성적이다,1,0,1,1
 매우 객관적이다,1,0,1,1
 자신은 정직한 편이라고 생각한다,1,0,1,1
 솔직하지만 눈치가 없다,1,0,1,1
 최고의 건망증을 가지고 있다,1,0,1,1
 호기심으로 똘똘 뭉쳐있다,1,0,1,1
 현실성이 없는 공상을 즐긴다,1,0,1,1
 지루한 서론은 딱 질색이다,1,0,1,1
 잡다한 지식이 많다,1,0,1,1
 이해가 빠른 편이다,1,0,1,1
 머리가 좋은 편이라고 느낀다,1,0,1,1
 그래서 자뻑이 심하다,1,0,1,1
 아이디어가 매일 샘솟는다,1,0,1,1
 평범한 사람들과 자신은 다르다는 것을 느낀다,1,0,1,1
 규제와 억압을 증오한다,1,0,1,1
 모순을 잘 찾아낸다,1,0,1,1
 관심있는 것에 대해선 전문가이고 달변가이다,1,0,1,1
 관심없는 것에 대해선 무식하고 필요성도 못느낀다,1,0,1,1
 타인을 비꼬는 것을 좋아한다,1,0,1,1
 양보다는 질이다,1,0,1,1
 다양한 측면에서 관찰하고 정밀하게 분석한다,1,0,1,1
 사상과 시스템을 건축한다,1,0,1,1
 잡담을 싫어한다,1,0,1,1
 어떤 것에 빠져들면 폭탄이 떨어져도 모른다,1,0,1,1
 유형들 중에 머리 속이 제일 복잡하다,1,0,1,1
 그래서 머리속이 난장판이지만 그것을 즐긴다,1,0,1,1
 유형 중 가장 게으르다,1,0,1,1
 행동력이 부족하다,1,0,1,1
 비현실적이다,1,0,1,1
 타인에게 과소평가 당하지만 상관없다,1,0,1,1
 인생의 재미는 노는 것에 있다,0,1,1,1
 자유가 없다면 죽음을 달라,0,1,1,1
 항상 에너지가 넘친다,0,1,1,1
 쾌활한 성격이다,0,1,1,1
 농담을 즐겨한다,0,1,1,1
 미래  과거보단 현재에 충실하다,0,1,1,1
 명품을 선호하는 편이다,0,1,1,1
 자신이 기분파라고 느낀다,0,1,1,1
남들보다 세련되었다고 느낀다,0,1,1,1
 밀당의 고수이다,0,1,1,1
 조직적이며 단편적인 관계를 선호한다,0,1,1,1
 문제 해결력이 탁월하다,0,1,1,1
 실패한 사람은 인정하지 않는다,0,1,1,1
 인생은 즐겨야한다,0,1,1,1
 괴로움은 잠시 금세 즐거워진다,0,1,1,1
 퉁명스러운 편이다,0,1,1,1
 셈이 빠르고 영리한 편이다,0,1,1,1
 자신을 정당화하는 성향이 강하다,0,1,1,1
 한 자리에 머무는 것은 날 지루하게 만든다,0,1,1,1
 강렬한 호기심을 가지고 있다,0,1,1,1
 관습을 무시하는 경향이 있다,0,1,1,1
 모험을 사랑한다,0,1,1,1
 진행자 체질이라고 생각한다,0,1,1,1
 주의가 산만하다,0,1,1,1
 말을 잘하는 편이다,0,1,1,1
 눈치가 굉장히 빠른 편이다,0,1,1,1
 타고난 엔터테이너이다,0,1,0,1
 의리빼면 시체다,0,1,0,1
 차분한 사람을 좋아한다,0,1,0,1
 사교적이다,0,1,0,1
 화려한 걸 좋아한다,0,1,0,1
 편견이 없는 편이다,0,1,0,1
 다양한 인맥을 가지고 있다,0,1,0,1
 뜨거운 열정을 가지고 있다,0,1,0,1
 타인의 감정을 잘 읽어낸다,0,1,0,1
 제멋대로지만 내 인생은 즐겁다,0,1,0,1
 낙천적이다,0,1,0,1
 상대방에 대해 굉장히 관대하다,0,1,0,1
 용서를 잘해주는 편이다,0,1,0,1
 털털하다는 소릴 자주 듣는다,0,1,0,1
 상냥한 편이라고 생각한다,0,1,0,1
 다소 다혈질이다,0,1,0,1
 정이 너무 많아서 문제이다,0,1,0,1
 인내심이 부족한 편이다,0,1,0,1
 유혹에 약하다,0,1,0,1
 감격과 흥분을 잘한다,0,1,0,1
 실속없다,0,1,0,1
 독보적인 카리스마가 있다,0,0,0,1
 자유로운 영혼이다,0,0,0,1
 매력적이라고 느낀다,0,0,0,1
 인맥이 넓다,0,0,0,1
 사람과 사람사이의 미묘한 기를 잘 읽는다,0,0,0,1
 인간통찰이 뛰어나다,0,0,0,1
 의외로 감수성이 높다,0,0,0,1
 다방면에서 다재다능하다,0,0,0,1
 창조적 도전을 선호한다,0,0,0,1
 상상을 많이 편이다,0,0,0,1
 은근히 독립적인 활동을 좋아한다,0,0,0,1
 사람 관계를 조율한다,0,0,0,1
 반복되는 일이 싫다,0,0,0,1
 운명적인 만남을 믿는다,0,0,0,1
 명함 수집을 좋아한다,0,0,0,1
 타인을 설득하기 좋아하고 잘한다,0,0,0,1
 외로움을 잘 타지 않는다,0,0,0,1
 심각한 고민은 잘 하지 않는다,0,0,0,1
 소문을 믿는 편이다,0,0,0,1
 남들은 모르는 나만의 비전이 있다,0,0,0,1
 변덕스럽다,0,0,0,1
 섬세하고 민감해 마음의 상처가 많은 편이다,0,0,0,1
 마당발 스타일이며 참견하길 좋아한다,0,0,1,1
 타인보다 우월하다고 느낀다,0,0,1,1
 상상력이 풍부한 편이다,0,0,1,1
 두뇌회전이 빠른 편이다,0,0,1,1
 많은 지식을 원한다,0,0,1,1
 분석을 잘하는 편이다,0,0,1,1
 새로움을 추구한다,0,0,1,1
 반항심이 강하다,0,0,1,1
 카리스마가 있다,0,0,1,1
 고집이 세다,0,0,1,1
 임기응변이 뛰어나다,0,0,1,1
 미래를 앞서 대비한다,0,0,1,1
 추상적인 세계에 관심이 많다,0,0,1,1
 위기관리능력이 뛰어나다,0,0,1,1
 사람  조직의 문제점을 잘 파악한다,0,0,1,1
 문제점을 잘 고친다,0,0,1,1
 일 중독에 빠지기 쉽다,0,0,1,1
 아군도 많지만 적도 많이 만드는 스타일이다,0,0,1,1
 타인의 간섭을 싫어한다,0,0,1,1
 목적을 가장 중시한다,0,0,1,1
 뭐든 추진하는 것을 선호한다,0,0,1,1
 자신의 감정을 잘 표현하는 편이다,0,1,1,0
 화끈하다,0,1,1,0
 솔직하며 직설적이다,0,1,1,0
 약속이 없으면 왠지 불안하다,0,1,1,0
 혼자서 일하기 싫다,0,1,1,0
 논리적이며 분석적이다,0,1,1,0
 객관적인 판단을 중시한다,0,1,1,0
 규칙을 중요시 한다,0,1,1,0
 일을 추진함에 있어 게으름이란 없다,0,1,1,0
 주장이 강한 편이다,0,1,1,0
 사람 앞에 나서길 좋아한다,0,1,1,0
 고집이 있지만 논리적으로 자신의 잘못을 느끼면 수긍한다,0,1,1,0
 일을 굉장히 잘하는 편이다,0,1,1,0
 목적을 달성하려는 의지가 중요하다,0,1,1,0
 경영하는 것을 좋아한다,0,1,1,0
 계산이 빠르다,0,1,1,0
 한번 시작한 일은 단물이 싹 빠질때까지 한다,0,1,1,0
 계획적이다,0,1,1,0
 독창성과 창의력이 부족하다,0,1,1,0
 가만히 있는게 더 피곤하다,0,1,1,0
 뒤끝이 없는 편이다,0,1,1,0
 말이 빠른 편이다,0,1,1,0
 행동도 빠른 편이다,0,1,1,0
 양보를 잘 하지 않는다,0,1,1,0
 지배하려는 성향이 있다,0,1,1,0
 메모하는 습관이 있다,0,1,1,0
 타인을 이해시키는 것을 좋아한다,0,1,1,0
 자신의 방식을 고수한다,0,1,1,0
 자신감이 넘치는 편이다,0,1,1,0
 이득과 결과를 중요시한다,0,1,1,0
자신의 경험을 굳게 믿는다,0,1,1,0
 타인의 의견을 묵살하는 경향이 있다,0,1,1,0
 타인의 정서를 파악하기 힘들다,0,1,1,0
 타인과의 관계에서 에너지가 샘솟는다,0,1,0,0
 사교에서 나를 따라올 자는 없다,0,1,0,0
 갈등을 매우 싫어한다,0,1,0,0
 유순하다,0,1,0,0
 스트레스는 같이 풀어야한다,0,1,0,0
 헌신하는 편이다,0,1,0,0
 싹싹하다고 느낀다,0,1,0,0
 과거와 추억에 얽매인다,0,1,0,0
 외로움을 정말 많이 탄다,0,1,0,0
 조화로운 것을 선호한다,0,1,0,0
 해야 할것  하지 말아야 할 것이 뚜렷하다,0,1,0,0
 타인의 의견을 중시한다,0,1,0,0
 전통적 가치관을 선호한다,0,1,0,0
 대응 능력이 떨어진다,0,1,0,0
 지나치게 안정성을 추구한다,0,1,0,0
 타인에 대한 의존성이 강하다,0,1,0,0
 자신감이 부족하다,0,1,0,0
 지나친 헌신으로 상처를 입는다,0,1,0,0
 최악의 사태에 대한 걱정과 공포심이 있다,0,1,0,0
 타인과 자신이 공감하길 원한다,0,1,0,0
 타인에게 대리만족을 많이 느낀다,0,1,0,0
 조언을 듣는 것을 좋아한다,0,1,0,0
 인정과 칭찬을 정말 좋아한다,0,1,0,0
 타인의 비위를 정말 잘 맞춘다,0,1,0,0
타고난 달변가이다,0,0,0,0
 재치있게 말을 잘하고 유머러스하다,0,0,0,0
 천성적으로 밝은 편이다,0,0,0,0
 창의력이 높다,0,0,0,0
 타인에 대한 공감능력이 뛰어나다,0,0,0,0
 다른 이를 행복하게 해주고 싶다,0,0,0,0
 타인과 조화롭게 살고 싶다,0,0,0,0
 자신만의 강한 신념을 가지고 있다,0,0,0,0
 타인의 성장에 관심이 있다,0,0,0,0
 이상적인 사고를 가지고 있다,0,0,0,0
 모든 사람을 편견없이 수용할 수 있다,0,0,0,0
 자신만의 육감이 있다,0,0,0,0
 타인을 잘 다루는 편이다,0,0,0,0
 사려 깊다는 말을 자주 듣는다,0,0,0,0
 공상을 많이 하는 편이다,0,0,0,0
 홀로 남겨지면 너무 힘들다,0,0,0,0
 타인에게 상처주길 싫어한다,0,0,0,0
 타인의 감정에 민감하다,0,0,0,0
 비난은 받아드리기 힘들다,0,0,0,0
 애정결핍이 있는 것 같다,0,0,0,0
 모든 이에게 사랑받길 원한다,0,0,0,0
 필요없으면 버린다,0,0,1,0
 높은 야망이 있다,0,0,1,0
 독립적인 사고를 한다,0,0,1,0
 도전정신이 강하다,0,0,1,0
 책임감이 높다,0,0,1,0
 자신의 능력을 객관적으로 판단한다,0,0,1,0
 탁월한 논리적 사고를 가지고 있다,0,0,1,0
 타인의 감정표현이 불편하다,0,0,1,0
 후회하지 않는 편이다,0,0,1,0
 방해가 되면 제거한다,0,0,1,0
 자신의 경험을 중시한다,0,0,1,0
 증거 제시와 증명에 뛰어나다,0,0,1,0
 규칙 이행과 의무감이 다소 떨어진다,0,0,1,0
 요약을 잘한다,0,0,1,0
 자유를 선호한다,0,0,1,0
 전술  전략을 잘 짠다,0,0,1,0
 자신의 목표보다 더 욕심을 내는 편이다,0,0,1,0
 타인의 도움을 원하지 않는다,0,0,1,0
 스스로 해냈을 때 성취감이 높다,0,0,1,0
 타인의 의견을 다소 무시하는 편이다,0,0,1,0
 조직의 앞날을 개척한다,0,0,1,0
 분류와 일반화를 잘한다,0,0,1,0
 일이 무난하게 진행되는 것을 굉장히 좋아한다,0,0,1,0
 자신의 실수를 드러내기 싫어한다,0,0,1,0
 목표를 위해선 수단과 방법을 가리지 않는다,0,0,1,0
